configuration,fold,seed,epoch,train_loss,validation_loss
Vision-only LSTM,1,49,19,0.21951428378346807,0.5842613895702912
Vision-only LSTM,1,49,20,0.20658139208146126,0.5797397655511053
Vision-only LSTM,1,49,21,0.20680253737380438,0.6445873409384701
Vision-only LSTM,1,49,22,0.21685056676137346,0.6235616165418295
Vision-only LSTM,1,49,23,0.20201581808180533,0.5513558077862177
Vision-only LSTM,1,49,24,0.19945092990462923,0.7231701836770935
Vision-only LSTM,1,49,25,0.2160017622352966,0.6138218060541952
Vision-only LSTM,1,49,26,0.19969059774356573,0.5819149484986779
Vision-only LSTM,1,49,27,0.22882511929539004,0.6291311077726712
Vision-only LSTM,1,49,28,0.21163105160034598,0.5621569158833482
Vision-only LSTM,1,49,29,0.20127404658043663,0.577099712670974
Vision-only LSTM,1,49,30,0.2138735842862399,0.6678964730891042
Vision-only LSTM,1,49,31,0.1946229452833185,0.6700944548601624
Vision-only LSTM,1,49,32,0.18856251470717117,0.5837129447882531
Vision-only LSTM,1,49,33,0.17532435247415692,0.6662800491356
Vision-only LSTM,1,49,34,0.19044532877052842,0.5647622055415088
Vision-only LSTM,1,49,35,0.1860586001937533,0.5837697085438285
Vision-only LSTM,1,49,36,0.16168485437078817,0.617585726222902
Vision-only LSTM,1,49,37,0.18712625992547396,0.647075351124602
Vision-only LSTM,1,49,38,0.1924050900475712,0.5733865086590594
Vision-only LSTM,1,49,39,0.17710890543050284,0.6725740862280067
Vision-only LSTM,1,49,40,0.17260443673069334,0.6468670177166067
Vision-only LSTM,1,49,41,0.17668847966971285,0.5778155237811167
Vision-only LSTM,1,49,42,0.1649981886331739,0.6461127427459326
Vision-only LSTM,1,49,43,0.16311882262153674,0.9015704401782412
Vision-only LSTM,1,49,44,0.16010201419044978,0.754768782679921
Vision-only LSTM,1,49,45,0.18373617067988068,0.9553316187238481
Vision-only LSTM,1,49,46,0.1554310809715501,0.7172927704544062
Vision-only LSTM,1,49,47,0.14847334861975314,0.596482888371752
Vision-only LSTM,1,49,48,0.14607660459563007,0.683320491111972
Vision-only LSTM,1,49,49,0.13900403553782648,0.8895536379486447
Vision-only LSTM,1,49,50,0.14184074738918634,0.8651469074486436
Vision-only LSTM,1,49,51,0.14041964414668112,0.9597899802732017
Vision-only LSTM,1,49,52,0.15563477572113238,1.3413783122924015
Vision-only LSTM,1,49,53,0.1354117135701731,1.805157583542715
Vision-only LSTM,1,49,54,0.11918760401736327,2.1895415945333943
Vision-only LSTM,1,49,55,0.11250397907558549,0.6517053409918862
Vision-only LSTM,1,49,56,0.12941368587709148,0.6246472642985437
Vision-only LSTM,1,49,57,0.12664698004759253,0.8457983317736154
Vision-only LSTM,1,49,58,0.1096783666464822,1.275500358273695
Vision-only LSTM,1,49,59,0.11017813110153614,1.147172177571655
Vision-only LSTM,1,49,60,0.09419456994227451,1.442347475854715
Vision-only LSTM,1,50,1,1.007247227584304,0.5014897503380505
Vision-only LSTM,1,50,2,0.3610596752841241,0.7193726824764436
Vision-only LSTM,1,50,3,0.3124644017307521,0.37412924917738893
Vision-only LSTM,1,50,4,0.2928079215656201,0.5779514373817034
Vision-only LSTM,1,50,5,0.3037069221777523,0.6967288749897755
Vision-only LSTM,1,50,6,0.2688097461123308,0.5650827457944803
Vision-only LSTM,1,50,7,0.25551954901526336,0.5476369068370175
Vision-only LSTM,1,50,8,0.26838056088813556,0.5605775924161295
Vision-only LSTM,1,50,9,0.2624137856130377,0.5083303539789198
Vision-only LSTM,1,50,10,0.2371531359090723,0.537986041255592
Vision-only LSTM,1,50,11,0.24343358417388697,0.6095496919669945
Vision-only LSTM,1,50,12,0.23128920318822285,0.5610435700172898
Vision-only LSTM,1,50,13,0.2319847515441688,0.5338286343860427
Vision-only LSTM,1,50,14,0.22614425016615225,0.7360214355794139
Vision-only LSTM,1,50,15,0.21053322462358157,0.5741279599739071
Vision-only LSTM,1,50,16,0.23098506363335572,0.5232815147539605
Vision-only LSTM,1,50,17,0.21960654337907629,0.6050963414602559
Vision-only LSTM,1,50,18,0.2169598507228666,0.5152190872458292
Vision-only LSTM,1,50,19,0.21286719876168544,0.7302305776336908
Vision-only LSTM,1,50,20,0.21416675281993872,0.588977138607507
Vision-only LSTM,1,50,21,0.22059568902993115,0.6545260891911868
Vision-only LSTM,1,50,22,0.21038623654534455,0.6704361673358601
Vision-only LSTM,1,50,23,0.1957819124576057,0.6635771589021763
Vision-only LSTM,1,50,24,0.1994584719266692,0.5940165668413574
Vision-only LSTM,1,50,25,0.20844532615364258,0.702983244363242
Vision-only LSTM,1,50,26,0.21014302450279174,0.5671563078522432
Vision-only LSTM,1,50,27,0.1987615911356491,0.5989963831672879
Vision-only LSTM,1,50,28,0.19461134079784193,0.5733341840984186
Vision-only LSTM,1,50,29,0.1976965705681991,0.7809878705182666
Vision-only LSTM,1,50,30,0.19845338453519243,1.5668655695467875
Vision-only LSTM,1,50,31,0.17911620450928936,0.7336496611904798
Vision-only LSTM,1,50,32,0.1894205237336704,0.6226005010322455
Vision-only LSTM,1,50,33,0.1919335071157852,0.6613860757595837
Vision-only LSTM,1,50,34,0.22869867355841111,0.7959885485079803
Vision-only LSTM,1,50,35,0.25586366096252594,0.5551716685451301
Vision-only LSTM,1,50,36,0.19592216727295192,0.5968970659831285
Vision-only LSTM,1,50,37,0.18333877553432484,0.7601997518845575
Vision-only LSTM,1,50,38,0.17874721799682722,0.8775355001165682
Vision-only LSTM,1,50,39,0.1864097794520166,0.8197774595856292
Vision-only LSTM,1,50,40,0.17908127889321226,0.7476259242251234
Vision-only LSTM,1,50,41,0.17566034077754905,0.8299482108388619
Vision-only LSTM,1,50,42,0.17781029135758586,0.9604431815382944
Vision-only LSTM,1,50,43,0.18555715854244184,0.8036193846172381
Vision-only LSTM,1,50,44,0.1781425889201123,0.8551130916072013
Vision-only LSTM,1,50,45,0.1733635132548114,1.2743322399505403
Vision-only LSTM,1,50,46,0.16639469844388785,1.0596363222152307
Vision-only LSTM,1,50,47,0.1691543994446229,0.9533305485231072
Vision-only LSTM,1,50,48,0.16964210276600766,0.8528495118318739
Vision-only LSTM,1,50,49,0.1740122333370598,0.9077710021576166
Vision-only LSTM,1,50,50,0.15808902723946108,1.1619738394578047
Vision-only LSTM,1,50,51,0.17157834178113995,1.2597684919857566
Vision-only LSTM,1,50,52,0.16937553869768848,1.0554892557245568
Vision-only LSTM,1,50,53,0.163395031177763,1.2867884772402123
Vision-only LSTM,1,50,54,0.16443454161707913,1.5574464861155182
Vision-only LSTM,1,50,55,0.1725982971956809,0.9314071136630244
Vision-only LSTM,1,50,56,0.15364487655231726,1.0437026966745873
Vision-only LSTM,1,50,57,0.1541509489731595,0.8325504430802051
Vision-only LSTM,1,50,58,0.15715330157332755,1.7953094105710679
Vision-only LSTM,1,50,59,0.16259654194373194,0.7880214090347759
Vision-only LSTM,1,50,60,0.1632969734633541,1.1761786132441752
Vision-only LSTM,1,51,1,1.0417425265904576,0.9123951381607376
Vision-only LSTM,1,51,2,0.36955898475969556,0.6600738817540854
Vision-only LSTM,1,51,3,0.28957945705926436,0.5426453765583238
Vision-only LSTM,1,51,4,0.2709708513478951,0.5481922972314762
Vision-only LSTM,1,51,5,0.2540033716997097,0.553943321577408
Vision-only LSTM,1,51,6,0.25707411016412035,0.5696731913889479
Vision-only LSTM,1,51,7,0.2528016306414082,0.5975491603215536
Vision-only LSTM,1,51,8,0.26510809997937484,0.5832034480334328
Vision-only LSTM,1,51,9,0.2558230910207366,0.5319500009624963
Vision-only LSTM,1,51,10,0.24883719085547318,0.6126937777647432
Vision-only LSTM,1,51,11,0.23647301102476367,0.6876367179040389
Vision-only LSTM,1,51,12,0.24730412693187906,0.6220397028361352
Vision-only LSTM,1,51,13,0.22759312541575744,0.6194660006485395
Vision-only LSTM,1,51,14,0.23470374974817368,0.6110656044486934
Vision-only LSTM,1,51,15,0.2339643880010091,0.5970851604824796
Vision-only LSTM,1,51,16,0.21694252021418287,0.6733703292219019
Vision-only LSTM,1,51,17,0.22205093209740567,0.6311227753367938
Vision-only LSTM,1,51,18,0.21691528571194535,0.6061084436904834
Vision-only LSTM,1,51,19,0.2153502290685825,0.7489728616390463
Vision-only LSTM,1,51,20,0.21496553422120224,0.6476027725393292
Vision-only LSTM,1,51,21,0.21989181384829137,0.5733345978789859
Vision-only LSTM,1,51,22,0.23858072622455795,0.7690787808637699
Vision-only LSTM,1,51,23,0.2111183765996133,0.6393310249289127
Vision-only LSTM,1,51,24,0.20858210053977638,0.6444082691468908
Vision-only LSTM,1,51,25,0.2094816410270271,0.619805123055631
Vision-only LSTM,1,51,26,0.20615753087903593,0.7167879629458459
Vision-only LSTM,1,51,27,0.2017447866526917,0.6286574845559567
Vision-only LSTM,1,51,28,0.2072185541504277,0.6981766843031975
Vision-only LSTM,1,51,29,0.19351967142810095,0.7564199328797419
Vision-only LSTM,1,51,30,0.19774633935603414,0.7965707293627647
Vision-only LSTM,1,51,31,0.20172999926635407,0.651561998006589
Vision-only LSTM,1,51,32,0.1972674831546394,0.8694422896248553
Vision-only LSTM,1,51,33,0.19797278402732893,0.8168130678005626
Vision-only LSTM,1,51,34,0.17723389718622007,1.133718636047009
Vision-only LSTM,1,51,35,0.1794198618383865,1.098983070057518
Vision-only LSTM,1,51,36,0.17602556753275872,1.352716559477822
Vision-only LSTM,1,51,37,0.16798455448681432,1.4975950099192012
Vision-only LSTM,1,51,38,0.16861268883481675,0.8170606572438711
Vision-only LSTM,1,51,39,0.1505135225468896,0.8744279423580198
Vision-only LSTM,1,51,40,0.15512055957742577,0.7810880968530722
Vision-only LSTM,1,51,41,0.16777582739698638,1.1057641883878588
Vision-only LSTM,1,51,42,0.14783834738411733,1.0698923567169398
Vision-only LSTM,1,51,43,0.13047464783011328,1.2906324546276524
Vision-only LSTM,1,51,44,0.13505700300247173,1.434297446883918
Vision-only LSTM,1,51,45,0.1429386447294905,1.1494766420917097
Vision-only LSTM,1,51,46,0.16120805610589875,1.419080059989053
Vision-only LSTM,1,51,47,0.13504737283379242,1.3668023858949605
Vision-only LSTM,1,51,48,0.12256300220263694,1.6983940913605522
Vision-only LSTM,1,51,49,0.10742095204443657,1.6543378886909261
Vision-only LSTM,1,51,50,0.13302779907010137,1.219155958648654
Vision-only LSTM,1,51,51,0.10761260194532106,1.6335733534604218
Vision-only LSTM,1,51,52,0.1409546387499842,1.32236890235537
Vision-only LSTM,1,51,53,0.11596950975694632,1.868241151947083
Vision-only LSTM,1,51,54,0.12647540743610516,1.142116141917508
Vision-only LSTM,1,51,55,0.10365749664632157,1.7789861548719323
Vision-only LSTM,1,51,56,0.1216155363322404,2.017883412475528
Vision-only LSTM,1,51,57,0.10986713266863887,1.34302060048543
Vision-only LSTM,1,51,58,0.13301465170043275,1.6177256306285817
Vision-only LSTM,1,51,59,0.08896607145905348,1.8365591492101676
Vision-only LSTM,1,51,60,0.09674789128781539,1.528198154588509
Vision-only LSTM,2,42,1,1.0468330433788566,0.5305176525342542
Vision-only LSTM,2,42,2,0.3549037360830833,0.5123925404080047
Vision-only LSTM,2,42,3,0.24544397290707506,0.5911767631447341
Vision-only LSTM,2,42,4,0.21612371264580615,0.6337512906632722
Vision-only LSTM,2,42,5,0.19929298521050734,0.7178626386307936
Vision-only LSTM,2,42,6,0.18951077137249117,0.6874733052335148
Vision-only LSTM,2,42,7,0.16234878343141237,0.7034764947574867
Vision-only LSTM,2,42,8,0.20781283829722152,0.7461691977532648
Vision-only LSTM,2,42,9,0.1900987891840143,0.7635332465324688
Vision-only LSTM,2,42,10,0.15512469222021133,0.8078493927172978
Vision-only LSTM,2,42,11,0.15682911190007387,0.7475738257620299
Vision-only LSTM,2,42,12,0.16530913579471224,0.8410965657107066
Vision-only LSTM,2,42,13,0.1611355387518894,0.8584326223488374
Vision-only LSTM,2,42,14,0.14363620347144182,0.8744204194399631
Vision-only LSTM,2,42,15,0.14500537637500846,0.848481110761799
Vision-only LSTM,2,42,16,0.14222519043413043,0.8246867001121039
Vision-only LSTM,2,42,17,0.14348684708967505,0.7916713124342246
Vision-only LSTM,2,42,18,0.1413631394895964,0.7969620545267995
Vision-only LSTM,2,42,19,0.13250051083305417,0.8458566368310099
Vision-only LSTM,2,42,20,0.13131737803482996,0.8322929117112515
Vision-only LSTM,2,42,21,0.14958430255271182,0.7364690867101785
Vision-only LSTM,2,42,22,0.12891563746764903,0.7288453831592853
Vision-only LSTM,2,42,23,0.12680490850258136,0.861730194121567
Vision-only LSTM,2,42,24,0.11771011157875051,0.843074195103048
Vision-only LSTM,2,42,25,0.12272002639692778,0.8394086723563867
Vision-only LSTM,2,42,26,0.12279623561628994,0.9160881862929393
Vision-only LSTM,2,42,27,0.12263105405150646,0.8649025084792795
Vision-only LSTM,2,42,28,0.13429805381242854,0.8988473293116038
Vision-only LSTM,2,42,29,0.11663471365496199,0.8890626673781782
Vision-only LSTM,2,42,30,0.11204183660334091,0.8308094311143487
Vision-only LSTM,2,42,31,0.11090370995434663,0.8841699733646269
Vision-only LSTM,2,42,32,0.10938710518213106,0.8467434811733712
Vision-only LSTM,2,42,33,0.11624068135281004,0.9218524675454228
Vision-only LSTM,2,42,34,0.11038392939531606,0.9826487659639629
Vision-only LSTM,2,42,35,0.10036082153528075,1.0179760976318375
Vision-only LSTM,2,42,36,0.09544623138764413,1.0394309991870083
Vision-only LSTM,2,42,37,0.09279289647668945,1.0143502018098633
Vision-only LSTM,2,42,38,0.0931313558005473,0.9665344953536987
Vision-only LSTM,2,42,39,0.09686154382284061,0.9376846785832108
Vision-only LSTM,2,42,40,0.0910365050074024,1.0646940757788026
Vision-only LSTM,2,42,41,0.10192746201406376,3.4133746176153488
Vision-only LSTM,2,42,42,0.1301665014787682,0.9946166917713878
Vision-only LSTM,2,42,43,0.10251325433353038,1.0042457410836387
Vision-only LSTM,2,42,44,0.08334382777434299,1.0522894246270378
Vision-only LSTM,2,42,45,0.09336766101179292,1.1042358933889647
Vision-only LSTM,2,42,46,0.08169397696132484,1.0645600971534495
Vision-only LSTM,2,42,47,0.08490615096998826,0.9939039795263218
Vision-only LSTM,2,42,48,0.08789111204254671,1.108515432540963
Vision-only LSTM,2,42,49,0.07546481061647353,1.1359998670187386
Vision-only LSTM,2,42,50,0.08666066245881342,1.167586991983842
Vision-only LSTM,2,42,51,0.07484232930785487,1.2003315074679082
Vision-only LSTM,2,42,52,0.08289817605172735,1.2494796597123243
Vision-only LSTM,2,42,53,0.0698973926591263,1.2390012405209292
Vision-only LSTM,2,42,54,0.06930038642528706,1.15841573345843
Vision-only LSTM,2,42,55,0.07412538399561186,1.207450884748371
Vision-only LSTM,2,42,56,0.06765022211453306,1.2560857522842468
Vision-only LSTM,2,42,57,0.06552284145540467,1.2193649584692994
Vision-only LSTM,2,42,58,0.06570071514269098,1.237444994832363
Vision-only LSTM,2,42,59,0.0730844832534546,1.2321624563841982
Vision-only LSTM,2,42,60,0.06031695938124881,1.3272244391226677
Vision-only LSTM,2,43,1,1.060699639434425,0.7122688753043601
Vision-only LSTM,2,43,2,0.3422997162009361,0.5893915316198608
Vision-only LSTM,2,43,3,0.2416869750896799,1.5868286749199194
Vision-only LSTM,2,43,4,0.23312278928224958,0.7717333886587336
Vision-only LSTM,2,43,5,0.21034104084184008,1.0170183356521454
Vision-only LSTM,2,43,6,0.22221481160809542,0.7158206121283975
Vision-only LSTM,2,43,7,0.19765613199478965,0.7947306451960979
Vision-only LSTM,2,43,8,0.1848508459195213,0.8152864722124669
Vision-only LSTM,2,43,9,0.1787727261183467,0.8396218930377141
Vision-only LSTM,2,43,10,0.17904031652637112,0.8554562332297697
Vision-only LSTM,2,43,11,0.17148334386098465,0.8264390997343232
Vision-only LSTM,2,43,12,0.15963146455091068,0.8951691614532317
Vision-only LSTM,2,43,13,0.16253711354035127,0.8824953103606985
Vision-only LSTM,2,43,14,0.1557677242573462,0.9684060950729328
Vision-only LSTM,2,43,15,0.14162760064922986,0.8873064979150506
Vision-only LSTM,2,43,16,0.17531914404257995,0.927069765477407
Vision-only LSTM,2,43,17,0.15574700176252743,0.8440208484943691
Vision-only LSTM,2,43,18,0.13462180191836,0.9479843990245661
Vision-only LSTM,2,43,19,0.13370614672575706,1.0217828349679001
Vision-only LSTM,2,43,20,0.13926235367790873,0.8594360968206665
Vision-only LSTM,2,43,21,0.14067527594806434,0.9852181691937872
Vision-only LSTM,2,43,22,0.11717407417181132,0.9001862083503385
Vision-only LSTM,2,43,23,0.1287640264147971,1.0564057446581756
Vision-only LSTM,2,43,24,0.13346412571772506,0.9989823216801714
Vision-only LSTM,2,43,25,0.13170183803670513,0.9733027265775249
Vision-only LSTM,2,43,26,0.14059400271526712,0.9791167459046352
Vision-only LSTM,2,43,27,0.12928406330305653,1.0265043722968508
Vision-only LSTM,2,43,28,0.1289937722585791,1.0404148415640222
Vision-only LSTM,2,43,29,0.11917779643354184,0.9028727272384625
Vision-only LSTM,2,43,30,0.10961323686847593,1.5741471747825522
Vision-only LSTM,2,43,31,0.11035436197506952,1.2407267558273756
Vision-only LSTM,2,43,32,0.11375618722836903,0.9816787773461663
Vision-only LSTM,2,43,33,0.11060625842291723,0.9576090483626524
Vision-only LSTM,2,43,34,0.1090451919318771,0.8925534129649658
Vision-only LSTM,2,43,35,0.10457410047251883,0.8556374325044855
Vision-only LSTM,2,43,36,0.08741282192691661,0.9674725434310396
Vision-only LSTM,2,43,37,0.08551687757228657,0.8945208406478135
Vision-only LSTM,2,43,38,0.14188024919255343,0.8357881974895559
Vision-only LSTM,2,43,39,0.14504741808759375,0.7644035980411148
Vision-only LSTM,2,43,40,0.12751244468924333,1.000356275783389
Vision-only LSTM,2,43,41,0.09732544798310903,0.924106384408268
Vision-only LSTM,2,43,42,0.08979295943293318,0.9165710306124959
Vision-only LSTM,2,43,43,0.1062630708445724,0.8251591550576507
Vision-only LSTM,2,43,44,0.0826701354104878,0.9860558599418685
Vision-only LSTM,2,43,45,0.10043965923525552,0.8332087410368492
Vision-only LSTM,2,43,46,0.1063403476530199,0.8570435352132658
Vision-only LSTM,2,43,47,0.08425414269605037,0.8614688543039606
Vision-only LSTM,2,43,48,0.07846197742108417,0.9254839604048634
Vision-only LSTM,2,43,49,0.07602874048072379,1.017596761287707
Vision-only LSTM,2,43,50,0.08118861077363573,0.8492402648895206
Vision-only LSTM,2,43,51,0.07714178120986417,0.842015619033678
Vision-only LSTM,2,43,52,0.06823326492799012,0.9392116834906374
Vision-only LSTM,2,43,53,0.08032859527686978,0.9807110402821594
Vision-only LSTM,2,43,54,0.07512051227237487,0.8504789254706571
Vision-only LSTM,2,43,55,0.06416898328835902,0.8285729669388504
Vision-only LSTM,2,43,56,0.06643446884926756,1.0184481469491904
Vision-only LSTM,2,43,57,0.09262722373771493,0.9068376026910853
Vision-only LSTM,2,43,58,0.08224432331826004,0.9627331611629953
Vision-only LSTM,2,43,59,0.07374875945473824,0.8971080449158346
Vision-only LSTM,2,43,60,0.06726203151932582,0.8626349722447586
Vision-only LSTM,2,44,1,1.0112995293574825,0.6273334407394442
Vision-only LSTM,2,44,2,0.3290534822098879,0.7067262377292239
Vision-only LSTM,2,44,3,0.2269218645939952,0.5945835248858831
Vision-only LSTM,2,44,4,0.19710853603701994,0.7715331519115113
Vision-only LSTM,2,44,5,0.20027710060605475,0.9866852452918147
Vision-only LSTM,2,44,6,0.1792607067730607,0.8934555016377574
Vision-only LSTM,2,44,7,0.1778473640309101,0.8659757904438845
Vision-only LSTM,2,44,8,0.17681686671894545,1.2293673979347777
Vision-only LSTM,2,44,9,0.17420488621388028,1.41324544780069
Vision-only LSTM,2,44,10,0.1576379667888103,1.2702813821142744
Vision-only LSTM,2,44,11,0.17713857474376485,1.3638259903014864
Vision-only LSTM,2,44,12,0.15019257610923703,1.6839801184028451
Vision-only LSTM,2,44,13,0.14718434917425544,1.3208777882021974
Vision-only LSTM,2,44,14,0.15799329898420592,0.9771933420913266
Vision-only LSTM,2,44,15,0.1589440322996984,1.4126566804655813
Vision-only LSTM,2,44,16,0.13487644689378944,1.0173787489899517
Vision-only LSTM,2,44,17,0.1514285353172995,1.506413091171219
Vision-only LSTM,2,44,18,0.13468828739338462,1.643696999965843
Vision-only LSTM,2,44,19,0.1304206593844093,2.013283696439978
Vision-only LSTM,2,44,20,0.14447689869104544,1.4407656297799738
Vision-only LSTM,2,44,21,0.13486353142696644,1.7864191997353769
Vision-only LSTM,2,44,22,0.11974263545364087,1.9816365842657169
Vision-only LSTM,2,44,23,0.13971569746423973,0.9995237522744463
Vision-only LSTM,2,44,24,0.13489525310699713,1.278046426397485
Vision-only LSTM,2,44,25,0.12269856216866094,1.411269825527175
Vision-only LSTM,2,44,26,0.11701111839647195,1.3631365136394265
Vision-only LSTM,2,44,27,0.11023456275935292,1.6208497948178189
Vision-only LSTM,2,44,28,0.12098631634173199,1.101222874333209
Vision-only LSTM,2,44,29,0.12494566252524354,1.3974427638332043
Vision-only LSTM,2,44,30,0.11909102676646292,1.215672089132937
Vision-only LSTM,2,44,31,0.11258542376623185,1.0920460482226528
Vision-only LSTM,2,44,32,0.11623527373412555,1.1681008892411417
Vision-only LSTM,2,44,33,0.10897953634869391,1.113100192575971
Vision-only LSTM,2,44,34,0.11525973434957842,1.2103932793262226
Vision-only LSTM,2,44,35,0.09864243638567231,1.2302885121197216
Vision-only LSTM,2,44,36,0.0944528873830507,1.5874060582727612
Vision-only LSTM,2,44,37,0.09949260804799909,1.0756655135262378
Vision-only LSTM,2,44,38,0.17157727785040736,0.7914063951471261
Vision-only LSTM,2,44,39,0.1526567686138031,0.8111694041794452
Vision-only LSTM,2,44,40,0.1339640719617452,0.8399421753981362
Vision-only LSTM,2,44,41,0.12241686058799935,0.9162855702814431
Vision-only LSTM,2,44,42,0.14494494055122556,0.8415176720935731
Vision-only LSTM,2,44,43,0.1211668810081293,0.8010997962041659
Vision-only LSTM,2,44,44,0.12114599618168592,0.8172364906884617
Vision-only LSTM,2,44,45,0.1135021100714031,1.0034956807324957
Vision-only LSTM,2,44,46,0.1092583519031477,0.9444107868433095
Vision-only LSTM,2,44,47,0.11954926840034764,0.8832819063707252
Vision-only LSTM,2,44,48,0.10206634854122607,0.9403607727694234
Vision-only LSTM,2,44,49,0.1008661377273777,1.0050463412574555
Vision-only LSTM,2,44,50,0.09486415322999414,1.0714177205016109
Vision-only LSTM,2,44,51,0.09698711579017419,1.0510055576149397
Vision-only LSTM,2,44,52,0.08924574367951722,1.0014385186139791
Vision-only LSTM,2,44,53,0.0919566496942501,0.9799481886670347
Vision-only LSTM,2,44,54,0.09085179023140455,1.1033673567398699
Vision-only LSTM,2,44,55,0.08665866614986235,1.0037165493694322
Vision-only LSTM,2,44,56,0.0880943696428315,0.927686172125149
Vision-only LSTM,2,44,57,0.08632516249160735,1.0096389061759263
Vision-only LSTM,2,44,58,0.09927975192965711,0.8868719714927059
Vision-only LSTM,2,44,59,0.08511250667923256,1.0189036558066409
Vision-only LSTM,2,44,60,0.09618317053552847,1.0415059304434091
Vision-only LSTM,2,45,1,1.003668183164579,0.5647431166589132
Vision-only LSTM,2,45,2,0.39519048354598096,0.49503561410224206
Vision-only LSTM,2,45,3,0.26931051736485295,0.5899130688501486
Vision-only LSTM,2,45,4,0.23074821851770738,0.6391660485006305
Vision-only LSTM,2,45,5,0.2285971109693476,0.6934710967376603
Vision-only LSTM,2,45,6,0.20090470901627427,0.7387098700741455
Vision-only LSTM,2,45,7,0.20107876041326342,0.7284861769543289
Vision-only LSTM,2,45,8,0.1838685586767034,0.7747768845014902
Vision-only LSTM,2,45,9,0.18309866637899555,0.8658657787653334
Vision-only LSTM,2,45,10,0.17462259700146118,0.7116096918199606
Vision-only LSTM,2,45,11,0.16693189752893722,0.8595154442488504
Vision-only LSTM,2,45,12,0.15732353922526768,0.9348258530202103
Vision-only LSTM,2,45,13,0.1566955043612494,0.8109916248388959
Vision-only LSTM,2,45,14,0.156518552032351,1.029834222153119
Vision-only LSTM,2,45,15,0.15469641025512412,0.9127078542634683
Vision-only LSTM,2,45,16,0.14735493031236763,0.9172153019589688
Vision-only LSTM,2,45,17,0.17330701990617187,0.83350244484697
Vision-only LSTM,2,45,18,0.14373749949203748,0.908720820510587
Vision-only LSTM,2,45,19,0.1368545365907447,0.9196598513220833
Vision-only LSTM,2,45,20,0.1342853182015315,0.8676909011855045
Vision-only LSTM,2,45,21,0.14072350147342005,0.8699938327830373
Vision-only LSTM,2,45,22,0.13418134678629642,0.9038490289480267
Vision-only LSTM,2,45,23,0.1354432691099766,0.9111813663688064
Vision-only LSTM,2,45,24,0.13233465496121494,0.8840954767874005
Vision-only LSTM,2,45,25,0.14760680236421767,0.8363308864655717
Vision-only LSTM,2,45,26,0.12491898154890951,1.0116952631369105
Vision-only LSTM,2,45,27,0.1280897876507694,0.9392002724094988
Vision-only LSTM,2,45,28,0.13250133711197695,0.9165760728995241
Vision-only LSTM,2,45,29,0.13171518092326898,1.0254526767340644
Vision-only LSTM,2,45,30,0.12202212498690718,0.8907388138200597
Vision-only LSTM,2,45,31,0.12529391218782707,0.9419120551925756
Vision-only LSTM,2,45,32,0.1217560524224218,0.771117988706327
Vision-only LSTM,2,45,33,0.12975419605789862,0.9332711600897668
Vision-only LSTM,2,45,34,0.11655023908282311,0.9047180687421309
Vision-only LSTM,2,45,35,0.1126699434646668,0.9186399713717803
Vision-only LSTM,2,45,36,0.10855570618667067,0.9519386777521531
Vision-only LSTM,2,45,37,0.11265207998316093,0.977812250482711
Vision-only LSTM,2,45,38,0.10719868170391453,0.9594316532509503
Vision-only LSTM,2,45,39,0.10438680290576527,1.0020210792211972
Vision-only LSTM,2,45,40,0.10820724255542143,1.0278868504234673
Vision-only LSTM,2,45,41,0.10888557351267535,0.9683932585070477
Vision-only LSTM,2,45,42,0.11637090487061733,0.8803531420226038
Vision-only LSTM,2,45,43,0.1114092044700289,0.8867708376807927
Vision-only LSTM,2,45,44,0.09259139887402873,0.947024071689687
Vision-only LSTM,2,45,45,0.10706795040701926,0.8835073485548083
Vision-only LSTM,2,45,46,0.09654791760420124,0.8903994653253267
Vision-only LSTM,2,45,47,0.10406053051270776,0.8501125345203712
Vision-only LSTM,2,45,48,0.10043009756034209,0.9351160942896654
Vision-only LSTM,2,45,49,0.09194989717752196,0.9032737071008359
Vision-only LSTM,2,45,50,0.09478597003980191,0.8571701555796466
Vision-only LSTM,2,45,51,0.08952518159553118,0.893466988948554
Vision-only LSTM,2,45,52,0.08344393714327118,0.8656342765256022
Vision-only LSTM,2,45,53,0.0827559866624079,0.8841778327676731
Vision-only LSTM,2,45,54,0.08712165056751095,0.8647349760837483
Vision-only LSTM,2,45,55,0.0954210214182907,0.8172758696641025
Vision-only LSTM,2,45,56,0.074980911562965,0.9298727895187507
Vision-only LSTM,2,45,57,0.08176078327286178,0.8579730542284109
Vision-only LSTM,2,45,58,0.0770936865493057,0.9707874870812823
Vision-only LSTM,2,45,59,0.14614726716708132,0.7282793749823813
Vision-only LSTM,2,45,60,0.12410247670957622,0.809646681164337
Vision-only LSTM,2,46,1,1.0370427244215168,0.7552998261626802
Vision-only LSTM,2,46,2,0.31342196958519786,0.5850545005555029
Vision-only LSTM,2,46,3,0.24056732463880257,0.6411802731776212
Vision-only LSTM,2,46,4,0.21082698018162407,0.6964809830032981
Vision-only LSTM,2,46,5,0.1930421780088847,0.7001376113337394
Vision-only LSTM,2,46,6,0.19069433255072304,0.7614299060121082
Vision-only LSTM,2,46,7,0.18803266769571322,0.7558519698309332
Vision-only LSTM,2,46,8,0.17974070626232116,0.751370546466331
Vision-only LSTM,2,46,9,0.1723168646005288,0.7555906721360611
Vision-only LSTM,2,46,10,0.17826887947722297,0.7740548834381685
Vision-only LSTM,2,46,11,0.15869651942319218,0.7874804855229788
