configuration,fold,seed,epoch,train_loss,validation_loss
Fusion-LSTM with derivatives,2,50,42,0.0697780445145442,0.9252227166009821
Fusion-LSTM with derivatives,2,50,43,0.05359693476561364,1.1381692331644846
Fusion-LSTM with derivatives,2,50,44,0.059481323905809035,1.0182891923202038
Fusion-LSTM with derivatives,2,50,45,0.04655354140618093,1.1524327045334724
Fusion-LSTM with derivatives,2,50,46,0.04215187448236381,1.0961649763210803
Fusion-LSTM with derivatives,2,50,47,0.03867405596700549,1.2012107259841318
Fusion-LSTM with derivatives,2,50,48,0.06218577776101942,0.9480858574677701
Fusion-LSTM with derivatives,2,50,49,0.039610555547582964,1.0456452282471482
Fusion-LSTM with derivatives,2,50,50,0.039209995661691366,1.036970999888416
Fusion-LSTM with derivatives,2,50,51,0.03987685030798435,1.0843785140808213
Fusion-LSTM with derivatives,2,50,52,0.03790624245733368,1.0120505208298403
Fusion-LSTM with derivatives,2,50,53,0.04783729412283642,1.0329777507873787
Fusion-LSTM with derivatives,2,50,54,0.0425349859324852,1.1423781281075647
Fusion-LSTM with derivatives,2,50,55,0.03853271747550528,1.1948167591103802
Fusion-LSTM with derivatives,2,50,56,0.04447915022290385,1.1042195669542314
Fusion-LSTM with derivatives,2,50,57,0.04966111005483097,1.1101648363105743
Fusion-LSTM with derivatives,2,50,58,0.04104289131626115,1.1400584692847522
Fusion-LSTM with derivatives,2,50,59,0.03899686915305086,1.0992164058755625
Fusion-LSTM with derivatives,2,50,60,0.03980255440912691,1.0364346904619788
Fusion-LSTM with derivatives,2,51,1,1.0470300200579734,2.9599911771376757
Fusion-LSTM with derivatives,2,51,2,0.3532359876841906,0.6428570180455501
Fusion-LSTM with derivatives,2,51,3,0.23829546080428896,0.6528705669080207
Fusion-LSTM with derivatives,2,51,4,0.19412488469911884,0.6753918847097306
Fusion-LSTM with derivatives,2,51,5,0.1764744536032915,0.749579105960692
Fusion-LSTM with derivatives,2,51,6,0.16474439993745885,1.8442253673018698
Fusion-LSTM with derivatives,2,51,7,0.17191300765451756,0.6959349453171663
Fusion-LSTM with derivatives,2,51,8,0.16026553315933995,0.7908785714492298
Fusion-LSTM with derivatives,2,51,9,0.15295777616297088,0.8130154224076424
Fusion-LSTM with derivatives,2,51,10,0.14864429306422772,0.8716933827406724
Fusion-LSTM with derivatives,2,51,11,0.1448701124622428,0.856492779937776
Fusion-LSTM with derivatives,2,51,12,0.14331275940231983,0.8510305723044659
Fusion-LSTM with derivatives,2,51,13,0.14043550088429582,0.9031528818388882
Fusion-LSTM with derivatives,2,51,14,0.13298079248865083,0.8262602307383156
Fusion-LSTM with derivatives,2,51,15,0.12064912337423878,0.9032276454934806
Fusion-LSTM with derivatives,2,51,16,0.11706979793543536,0.9474001507582566
Fusion-LSTM with derivatives,2,51,17,0.10488548002669464,0.9891831949036407
Fusion-LSTM with derivatives,2,51,18,0.11470763764408287,0.9685001374794608
Fusion-LSTM with derivatives,2,51,19,0.10822918411800586,1.0130681539337567
Fusion-LSTM with derivatives,2,51,20,0.1020073652282212,0.9571834041035008
Fusion-LSTM with derivatives,2,51,21,0.08533085739191243,0.9802189634989175
Fusion-LSTM with derivatives,2,51,22,0.08979061471115592,1.0025075740365967
Fusion-LSTM with derivatives,2,51,23,0.0745275613989756,1.0401810616894462
Fusion-LSTM with derivatives,2,51,24,0.07603100012950395,1.0056181754434148
Fusion-LSTM with derivatives,2,51,25,0.06870172025226079,1.1109514114030559
Fusion-LSTM with derivatives,2,51,26,0.06380299644630985,1.0312716766425507
Fusion-LSTM with derivatives,2,51,27,0.06830934148638224,1.0327244144044696
Fusion-LSTM with derivatives,2,51,28,0.0634495724108363,1.0970410460997957
Fusion-LSTM with derivatives,2,51,29,0.06930177912256799,1.0323162402532247
Fusion-LSTM with derivatives,2,51,30,0.06239038354863051,1.1036334183347687
Fusion-LSTM with derivatives,2,51,31,0.07291501065821708,1.11108375801735
Fusion-LSTM with derivatives,2,51,32,0.06346664302780916,1.2011118247050523
Fusion-LSTM with derivatives,2,51,33,0.0496850368827309,1.174523350070623
Fusion-LSTM with derivatives,2,51,34,0.049443901202651075,1.158748905081151
Fusion-LSTM with derivatives,2,51,35,0.044424960337520226,1.2879013466748326
Fusion-LSTM with derivatives,2,51,36,0.04563909516931443,1.2732712181768286
Fusion-LSTM with derivatives,2,51,37,0.0436291170943844,1.2119555232511354
Fusion-LSTM with derivatives,2,51,38,0.05973578149556097,1.0214483365114801
Fusion-LSTM with derivatives,2,51,39,0.053371007538909665,1.1323555297078465
Fusion-LSTM with derivatives,2,51,40,0.04398650270112036,1.1981631780634625
Fusion-LSTM with derivatives,2,51,41,0.06165493846150759,1.299342623052135
Fusion-LSTM with derivatives,2,51,42,0.0401169906332317,1.3213850240725733
Fusion-LSTM with derivatives,2,51,43,0.03551036830523859,1.3512305509774005
Fusion-LSTM with derivatives,2,51,44,0.043172051857687,1.231160015620082
Fusion-LSTM with derivatives,2,51,45,0.031419436041535874,1.312397720523281
Fusion-LSTM with derivatives,2,51,46,0.03609200503556813,1.372341355545304
Fusion-LSTM with derivatives,2,51,47,0.03851828643953397,1.381148029144737
Fusion-LSTM with derivatives,2,51,48,0.03292220868656567,1.4514910566287877
Fusion-LSTM with derivatives,2,51,49,0.03367749559023349,1.5106519814365387
Fusion-LSTM with derivatives,2,51,50,0.03251685705864524,1.3853397650826977
Fusion-LSTM with derivatives,2,51,51,0.03736951529621024,1.319911920920127
Fusion-LSTM with derivatives,2,51,52,0.03321346252252014,1.403146925589186
Fusion-LSTM with derivatives,2,51,53,0.03304537589162915,1.464819765562236
Fusion-LSTM with derivatives,2,51,54,0.044494783768991075,1.2691091765741642
Fusion-LSTM with derivatives,2,51,55,0.029944457538541698,1.3621039645869932
Fusion-LSTM with derivatives,2,51,56,0.02785748165366986,1.3842969551047846
Fusion-LSTM with derivatives,2,51,57,0.027939958574640805,1.383396320436859
Fusion-LSTM with derivatives,2,51,58,0.0367630395736366,1.309365131920425
Fusion-LSTM with derivatives,2,51,59,0.03902672941493986,1.4098344682275818
Fusion-LSTM with derivatives,2,51,60,0.02913338107117642,1.4843787191291182
Fusion-LSTM with derivatives,3,42,1,1.0211994405186504,0.7617358843985343
Fusion-LSTM with derivatives,3,42,2,0.4523573554619372,0.6431013498166323
Fusion-LSTM with derivatives,3,42,3,0.33851275818325605,0.6195580293297518
Fusion-LSTM with derivatives,3,42,4,0.2839363162579522,0.7626791115326952
Fusion-LSTM with derivatives,3,42,5,0.2456386750353221,0.9727913777908189
Fusion-LSTM with derivatives,3,42,6,0.24821542870560917,0.9860494110569265
Fusion-LSTM with derivatives,3,42,7,0.28810446623268476,0.6367715690245919
Fusion-LSTM with derivatives,3,42,8,0.24416373391900587,0.6588243291687915
Fusion-LSTM with derivatives,3,42,9,0.22927644599559474,0.644679518928068
Fusion-LSTM with derivatives,3,42,10,0.22210556807577472,0.6856418587501694
Fusion-LSTM with derivatives,3,42,11,0.21917205205477705,0.6676137496090535
Fusion-LSTM with derivatives,3,42,12,0.18908764894949187,1.032481731733686
Fusion-LSTM with derivatives,3,42,13,0.19181144680565831,0.8665499113640696
Fusion-LSTM with derivatives,3,42,14,0.18568156950335254,0.6522702354805024
Fusion-LSTM with derivatives,3,42,15,0.173341827217592,0.9247950532901212
Fusion-LSTM with derivatives,3,42,16,0.18673653464069426,0.786857601794057
Fusion-LSTM with derivatives,3,42,17,0.1746660116460425,0.9980094359418381
Fusion-LSTM with derivatives,3,42,18,0.16107500344514847,0.8216524235669922
Fusion-LSTM with derivatives,3,42,19,0.16142970573567195,0.7283888643517684
Fusion-LSTM with derivatives,3,42,20,0.15439551597552242,1.444943675986126
Fusion-LSTM with derivatives,3,42,21,0.148125407575923,1.266329228378192
Fusion-LSTM with derivatives,3,42,22,0.1378996863964068,0.6761093164952297
Fusion-LSTM with derivatives,3,42,23,0.14083672893384547,0.7586347961513251
Fusion-LSTM with derivatives,3,42,24,0.1380148010151831,0.7315382553533938
Fusion-LSTM with derivatives,3,42,25,0.13739090844738192,0.8997199531308759
Fusion-LSTM with derivatives,3,42,26,0.15582298134967673,0.7940369730725478
Fusion-LSTM with derivatives,3,42,27,0.12671605069247224,0.8771627339177162
Fusion-LSTM with derivatives,3,42,28,0.1441085945712317,1.0029599004321628
Fusion-LSTM with derivatives,3,42,29,0.09992011344396376,1.0606834568879888
Fusion-LSTM with derivatives,3,42,30,0.1837400202750476,1.2941430104228686
Fusion-LSTM with derivatives,3,42,31,0.15758907908875644,1.5921733549930766
Fusion-LSTM with derivatives,3,42,32,0.1386899323182733,0.9665018323207551
Fusion-LSTM with derivatives,3,42,33,0.1142509800715184,1.5505233183346954
Fusion-LSTM with derivatives,3,42,34,0.11149545664862026,1.3321682321575452
Fusion-LSTM with derivatives,3,42,35,0.09299960609081141,1.024415493511304
Fusion-LSTM with derivatives,3,42,36,0.08451835459400117,1.2485373457366566
Fusion-LSTM with derivatives,3,42,37,0.0764637092794847,1.1860968930728781
Fusion-LSTM with derivatives,3,42,38,0.07913184941912552,1.136609576751851
Fusion-LSTM with derivatives,3,42,39,0.07629675303702599,1.1421473148733814
Fusion-LSTM with derivatives,3,42,40,0.08847225360367277,1.1898594337126993
Fusion-LSTM with derivatives,3,42,41,0.07202395413025348,1.3146464754075624
Fusion-LSTM with derivatives,3,42,42,0.06609688238447264,1.2376955049092915
Fusion-LSTM with derivatives,3,42,43,0.07344389335937308,1.0436832100715276
Fusion-LSTM with derivatives,3,42,44,0.06560104523332567,1.2819309566693236
Fusion-LSTM with derivatives,3,42,45,0.0772012253643643,1.1189583726461578
Fusion-LSTM with derivatives,3,42,46,0.05842686579021588,1.4694451515404683
Fusion-LSTM with derivatives,3,42,47,0.06540639504380183,1.672752141515164
Fusion-LSTM with derivatives,3,42,48,0.09764735417993062,1.1378038793614826
Fusion-LSTM with derivatives,3,42,49,0.08961678477921253,1.0214203015063543
Fusion-LSTM with derivatives,3,42,50,0.06635179661829538,1.2365809662162133
Fusion-LSTM with derivatives,3,42,51,0.06529556709692019,1.0954306475521383
Fusion-LSTM with derivatives,3,42,52,0.05191652934189419,1.1789979600509632
Fusion-LSTM with derivatives,3,42,53,0.08206993543773616,1.0172301455551223
Fusion-LSTM with derivatives,3,42,54,0.07055768443311392,1.3557328618984803
Fusion-LSTM with derivatives,3,42,55,0.05641340340803796,1.1804398789658237
Fusion-LSTM with derivatives,3,42,56,0.055037653232021796,1.189095363583205
Fusion-LSTM with derivatives,3,42,57,0.049505095972500836,1.2972976175806556
Fusion-LSTM with derivatives,3,42,58,0.04408734920819145,1.321545709385312
Fusion-LSTM with derivatives,3,42,59,0.046915441755182606,1.4328524293202274
Fusion-LSTM with derivatives,3,42,60,0.0434421195839432,1.2975302637560562
Fusion-LSTM with derivatives,3,43,1,1.0386324055333385,0.6541187463316528
Fusion-LSTM with derivatives,3,43,2,0.4287199926804694,0.7026034862240406
Fusion-LSTM with derivatives,3,43,3,0.32055114339524454,0.5754759826500211
Fusion-LSTM with derivatives,3,43,4,0.27629526004149646,0.6029702605566388
Fusion-LSTM with derivatives,3,43,5,0.24687995984409836,0.5946246531774413
Fusion-LSTM with derivatives,3,43,6,0.21587075425215088,0.7276894368340634
Fusion-LSTM with derivatives,3,43,7,0.2196146581583978,0.5680490283596191
Fusion-LSTM with derivatives,3,43,8,0.19336191817081394,0.9636486967404684
Fusion-LSTM with derivatives,3,43,9,0.1993956732435511,0.5737339730532665
Fusion-LSTM with derivatives,3,43,10,0.17130958070944347,0.7399101043022404
Fusion-LSTM with derivatives,3,43,11,0.16768869243174883,1.012617278055325
Fusion-LSTM with derivatives,3,43,12,0.16240337195974242,0.6647074425932746
Fusion-LSTM with derivatives,3,43,13,0.16651351978085274,0.651645936805997
Fusion-LSTM with derivatives,3,43,14,0.16884340617452556,0.6470994437015781
Fusion-LSTM with derivatives,3,43,15,0.1537100228694601,0.6724086226407336
Fusion-LSTM with derivatives,3,43,16,0.14473176910242902,0.711078942196924
Fusion-LSTM with derivatives,3,43,17,0.14420943791303065,0.61942345788019
Fusion-LSTM with derivatives,3,43,18,0.12067933270326084,0.6878695789123231
Fusion-LSTM with derivatives,3,43,19,0.15702790051516408,0.6876236078811642
Fusion-LSTM with derivatives,3,43,20,0.13869068651753463,0.7382763151227804
Fusion-LSTM with derivatives,3,43,21,0.15672155243461378,0.7020759313548885
Fusion-LSTM with derivatives,3,43,22,0.13237901530499122,0.7348240552708288
Fusion-LSTM with derivatives,3,43,23,0.12730354770607905,0.7645731140670037
Fusion-LSTM with derivatives,3,43,24,0.10605293922752872,0.7686827640425984
Fusion-LSTM with derivatives,3,43,25,0.10994438171067733,0.7415287420309814
Fusion-LSTM with derivatives,3,43,26,0.1055758885794322,0.8287496329665934
Fusion-LSTM with derivatives,3,43,27,0.10205676663376459,0.800813856271078
Fusion-LSTM with derivatives,3,43,28,0.08441125614488845,0.7212771812231286
Fusion-LSTM with derivatives,3,43,29,0.08533107433233136,0.6829025830675222
Fusion-LSTM with derivatives,3,43,30,0.09623109589093037,0.7335890126678178
Fusion-LSTM with derivatives,3,43,31,0.09775493642605773,0.850634176369983
Fusion-LSTM with derivatives,3,43,32,0.0786899252585349,0.8065210424629148
Fusion-LSTM with derivatives,3,43,33,0.08328778097001602,0.6963672081254563
Fusion-LSTM with derivatives,3,43,34,0.0722405890538286,0.7099751928504908
Fusion-LSTM with derivatives,3,43,35,0.05999807986560411,0.9095065805209758
Fusion-LSTM with derivatives,3,43,36,0.08904973965434397,0.8218267051741263
Fusion-LSTM with derivatives,3,43,37,0.06612081531725755,0.7924012498973051
Fusion-LSTM with derivatives,3,43,38,0.06584228287829764,0.8522101952469824
Fusion-LSTM with derivatives,3,43,39,0.07428733400209445,0.8473864094172634
Fusion-LSTM with derivatives,3,43,40,0.07280248826660148,1.9531426100173586
Fusion-LSTM with derivatives,3,43,41,0.07486785464900167,1.1363963497572225
Fusion-LSTM with derivatives,3,43,42,0.05278584918502821,1.1606450775634318
Fusion-LSTM with derivatives,3,43,43,0.059830326899111455,1.0627960878223244
Fusion-LSTM with derivatives,3,43,44,0.05964207803853289,1.1209816655585352
Fusion-LSTM with derivatives,3,43,45,0.05047540791213102,1.2747760535036243
Fusion-LSTM with derivatives,3,43,46,0.04684490735560018,1.0219424657789167
Fusion-LSTM with derivatives,3,43,47,0.05472492974832517,1.4805260588975322
Fusion-LSTM with derivatives,3,43,48,0.060100289079608446,1.1804956598851666
Fusion-LSTM with derivatives,3,43,49,0.04833060551252478,1.3279009137451023
Fusion-LSTM with derivatives,3,43,50,0.05014721226710427,1.23392334227417
Fusion-LSTM with derivatives,3,43,51,0.05426477063959892,0.945536745762925
Fusion-LSTM with derivatives,3,43,52,0.04604821658866987,1.2278534782507635
Fusion-LSTM with derivatives,3,43,53,0.05259593083111666,1.0510415980588466
Fusion-LSTM with derivatives,3,43,54,0.045102622831775734,1.1329018749780875
Fusion-LSTM with derivatives,3,43,55,0.04830558561393849,1.07165753054169
Fusion-LSTM with derivatives,3,43,56,0.03862590055901341,1.1532427273393926
Fusion-LSTM with derivatives,3,43,57,0.03776071440878492,1.0939390977270573
Fusion-LSTM with derivatives,3,43,58,0.03570709484615093,1.1836721539669193
Fusion-LSTM with derivatives,3,43,59,0.04575065084439717,1.1929708730187305
Fusion-LSTM with derivatives,3,43,60,0.04211992091094841,1.1812870980433698
Fusion-LSTM with derivatives,3,44,1,1.0814118955478027,0.6330597740549212
Fusion-LSTM with derivatives,3,44,2,0.3923493537698682,0.6216139738414772
Fusion-LSTM with derivatives,3,44,3,0.318072570463933,0.6013684711366329
Fusion-LSTM with derivatives,3,44,4,0.26484304838201506,0.6163875135735646
Fusion-LSTM with derivatives,3,44,5,0.24168215679739594,0.5982083605770295
Fusion-LSTM with derivatives,3,44,6,0.22735461184373323,0.5807444993055092
Fusion-LSTM with derivatives,3,44,7,0.20465276994563025,0.6585387251412094
Fusion-LSTM with derivatives,3,44,8,0.207320959469594,0.7113051126463108
Fusion-LSTM with derivatives,3,44,9,0.20766160108992085,0.6557317080612702
Fusion-LSTM with derivatives,3,44,10,0.17655700917757294,1.2457606858677335
Fusion-LSTM with derivatives,3,44,11,0.16695208606859868,0.648900500852107
Fusion-LSTM with derivatives,3,44,12,0.16135549004821945,0.8224064295084471
Fusion-LSTM with derivatives,3,44,13,0.13922509452219858,0.9865715626150807
Fusion-LSTM with derivatives,3,44,14,0.14418722753404478,1.2650619181072187
Fusion-LSTM with derivatives,3,44,15,0.14643480713032073,0.7078456036137335
Fusion-LSTM with derivatives,3,44,16,0.1454785085052525,0.7520721463537317
Fusion-LSTM with derivatives,3,44,17,0.14178244723491257,0.7296178680483401
Fusion-LSTM with derivatives,3,44,18,0.1214845681044669,0.9769659893942579
Fusion-LSTM with derivatives,3,44,19,0.09984493288425131,0.7684407755888732
Fusion-LSTM with derivatives,3,44,20,0.10314659633494298,0.935105814655122
Fusion-LSTM with derivatives,3,44,21,0.10617839864794085,1.0014324582472787
Fusion-LSTM with derivatives,3,44,22,0.08097128281341325,1.5103335519569225
Fusion-LSTM with derivatives,3,44,23,0.10713732771188111,0.9438053907150993
Fusion-LSTM with derivatives,3,44,24,0.11453896402950976,1.2030296409717396
Fusion-LSTM with derivatives,3,44,25,0.08053734307875145,0.8347657559365347
Fusion-LSTM with derivatives,3,44,26,0.0719328284514242,1.3068080626943577
Fusion-LSTM with derivatives,3,44,27,0.0646109849465185,1.46669818101689
Fusion-LSTM with derivatives,3,44,28,0.07284439004237112,1.673632674153496
Fusion-LSTM with derivatives,3,44,29,0.0716624441642075,1.699770619284432
Fusion-LSTM with derivatives,3,44,30,0.08231816905171864,1.101253971613678
Fusion-LSTM with derivatives,3,44,31,0.08684143732424358,1.5088099045698498
Fusion-LSTM with derivatives,3,44,32,0.08258504285576784,1.9353791982778963
Fusion-LSTM with derivatives,3,44,33,0.06584242309368178,2.0344612758520766
Fusion-LSTM with derivatives,3,44,34,0.0707665192800651,1.7808567785757519
Fusion-LSTM with derivatives,3,44,35,0.07154842666905681,1.5355741785413564
Fusion-LSTM with derivatives,3,44,36,0.06206850209971178,1.5919577463118035
Fusion-LSTM with derivatives,3,44,37,0.05189782665524096,1.2395660117096745
Fusion-LSTM with derivatives,3,44,38,0.05155384001804128,1.2727249368275486
Fusion-LSTM with derivatives,3,44,39,0.056006814786218766,1.4014093360670332
Fusion-LSTM with derivatives,3,44,40,0.04914415640298926,1.3649391393007348
Fusion-LSTM with derivatives,3,44,41,0.05467011075956741,1.7677091099868532
Fusion-LSTM with derivatives,3,44,42,0.05123541741389838,1.63008551532305
Fusion-LSTM with derivatives,3,44,43,0.04461814956056005,1.404620690751563
Fusion-LSTM with derivatives,3,44,44,0.04469778793920914,1.4587828789523312
Fusion-LSTM with derivatives,3,44,45,0.041353500660509586,1.3458695083395802
Fusion-LSTM with derivatives,3,44,46,0.036192427800978255,1.1912272588957094
Fusion-LSTM with derivatives,3,44,47,0.039014559619083136,1.6347765768536482
Fusion-LSTM with derivatives,3,44,48,0.038571946166843084,1.230433538837253
Fusion-LSTM with derivatives,3,44,49,0.055587372499999066,1.2964961031135522
Fusion-LSTM with derivatives,3,44,50,0.05029805262143359,1.3047283269090098
Fusion-LSTM with derivatives,3,44,51,0.038585224528925134,1.287569682709326
Fusion-LSTM with derivatives,3,44,52,0.03393106255737284,1.1085827644656665
Fusion-LSTM with derivatives,3,44,53,0.03869917284959318,1.037455309717379
Fusion-LSTM with derivatives,3,44,54,0.04433905916151075,1.2230224375470504
Fusion-LSTM with derivatives,3,44,55,0.06182230635388079,1.5205685564080562
Fusion-LSTM with derivatives,3,44,56,0.057116923748767603,1.622691302288878
Fusion-LSTM with derivatives,3,44,57,0.05841807208197698,1.4692708423490044
Fusion-LSTM with derivatives,3,44,58,0.04532233793117584,1.1371103659647066
Fusion-LSTM with derivatives,3,44,59,0.03830131701370331,1.3697108959494084
Fusion-LSTM with derivatives,3,44,60,0.07063384088274627,1.0593562334291715
Fusion-LSTM with derivatives,3,45,1,1.076800391287614,0.7615753634670746
Fusion-LSTM with derivatives,3,45,2,0.4108313279824519,0.6463573436941991
Fusion-LSTM with derivatives,3,45,3,0.2960441233823788,1.2921011479145825
Fusion-LSTM with derivatives,3,45,4,0.26947938774339286,1.4071666179712963
Fusion-LSTM with derivatives,3,45,5,0.2839024541210326,1.7882404931561253
Fusion-LSTM with derivatives,3,45,6,0.2627576429271552,0.9531204245625302
Fusion-LSTM with derivatives,3,45,7,0.24018592194110064,0.9568729158842338
Fusion-LSTM with derivatives,3,45,8,0.23077156383327752,1.8095378487115137
Fusion-LSTM with derivatives,3,45,9,0.2255281103131239,1.7950898267063204
Fusion-LSTM with derivatives,3,45,10,0.24030511735081217,1.390913153500677
Fusion-LSTM with derivatives,3,45,11,0.20659986172065092,1.6336023888435505
Fusion-LSTM with derivatives,3,45,12,0.19882983264003506,1.5490648526565585
Fusion-LSTM with derivatives,3,45,13,0.20819941644759035,2.0552263392967247
Fusion-LSTM with derivatives,3,45,14,0.1863726697748225,2.3041158249168276
Fusion-LSTM with derivatives,3,45,15,0.17417255008439406,2.580056505789297
Fusion-LSTM with derivatives,3,45,16,0.2093577616304068,0.6547393265885127
Fusion-LSTM with derivatives,3,45,17,0.1866067421089983,2.1977359945544155
Fusion-LSTM with derivatives,3,45,18,0.20663446004670513,1.240646192893792
Fusion-LSTM with derivatives,3,45,19,0.18894487854195843,0.7037215219728602
Fusion-LSTM with derivatives,3,45,20,0.19887560073554014,0.6705636412092725
Fusion-LSTM with derivatives,3,45,21,0.16412915509273882,1.147225675280489
Fusion-LSTM with derivatives,3,45,22,0.15784430772248392,0.817056688653848
Fusion-LSTM with derivatives,3,45,23,0.14743574710693838,1.8038177796067432
Fusion-LSTM with derivatives,3,45,24,0.1392843751641224,1.9752583405006856
Fusion-LSTM with derivatives,3,45,25,0.1556512408778755,2.186216929642409
Fusion-LSTM with derivatives,3,45,26,0.16097295966899358,1.7587105347862784
Fusion-LSTM with derivatives,3,45,27,0.14009691879312744,1.6952720782729316
Fusion-LSTM with derivatives,3,45,28,0.13141827639505632,1.416734060994984
Fusion-LSTM with derivatives,3,45,29,0.1463058745824598,1.9449110377572119
Fusion-LSTM with derivatives,3,45,30,0.12643796689242312,2.0398665212047926
Fusion-LSTM with derivatives,3,45,31,0.14882613316531484,1.7018179537052878
Fusion-LSTM with derivatives,3,45,32,0.13812384377561213,2.305220116359383
Fusion-LSTM with derivatives,3,45,33,0.14330672809472506,2.7256274883414715
Fusion-LSTM with derivatives,3,45,34,0.12660244413016403,1.9198942755503225
Fusion-LSTM with derivatives,3,45,35,0.15382735025741456,2.5916144936589576
Fusion-LSTM with derivatives,3,45,36,0.13123845979343496,2.37333215941798
Fusion-LSTM with derivatives,3,45,37,0.1525117711856141,0.8406515143327493
Fusion-LSTM with derivatives,3,45,38,0.140359705959985,1.4658331695780065
Fusion-LSTM with derivatives,3,45,39,0.13168598959843317,1.1785600599627826
Fusion-LSTM with derivatives,3,45,40,0.11420308151155097,1.5279988902357389
Fusion-LSTM with derivatives,3,45,41,0.12489950824585894,1.2951169922104422
Fusion-LSTM with derivatives,3,45,42,0.13989962759480773,2.3045104597412065
Fusion-LSTM with derivatives,3,45,43,0.13504755840343438,2.62833280567728
Fusion-LSTM with derivatives,3,45,44,0.17341440745176526,2.629015291761802
Fusion-LSTM with derivatives,3,45,45,0.13152439820249806,0.8569176731244573
Fusion-LSTM with derivatives,3,45,46,0.11869610713322046,1.411410755956198
Fusion-LSTM with derivatives,3,45,47,0.11644746442453577,1.4805540626154006
Fusion-LSTM with derivatives,3,45,48,0.11539386440672277,1.6567021094153263
Fusion-LSTM with derivatives,3,45,49,0.10121314707425756,1.828555015273064
Fusion-LSTM with derivatives,3,45,50,0.11180554150805926,1.5538941289081514
Fusion-LSTM with derivatives,3,45,51,0.10288533382459518,1.8940078477127247
Fusion-LSTM with derivatives,3,45,52,0.09945321243472785,1.9726057268476087
Fusion-LSTM with derivatives,3,45,53,0.09411518195554484,1.156997917801829
Fusion-LSTM with derivatives,3,45,54,0.08837400258800715,2.3472881801348313
Fusion-LSTM with derivatives,3,45,55,0.09356004686553361,1.0147646050158288
Fusion-LSTM with derivatives,3,45,56,0.09004817431855275,1.3328140212742288
Fusion-LSTM with derivatives,3,45,57,0.10233101437896468,1.5261974583381877
Fusion-LSTM with derivatives,3,45,58,0.10116819837201808,2.20161459405967
Fusion-LSTM with derivatives,3,45,59,0.08834954488720596,2.3483555802696654
Fusion-LSTM with derivatives,3,45,60,0.09897735957341092,1.3127996342362098
Fusion-LSTM with derivatives,3,46,1,0.970240716759218,0.5694330527097674
Fusion-LSTM with derivatives,3,46,2,0.38874261244356817,0.5379934443367852
Fusion-LSTM with derivatives,3,46,3,0.3285563344984609,0.607127186012468
Fusion-LSTM with derivatives,3,46,4,0.30337980728630626,1.5638366507784125
Fusion-LSTM with derivatives,3,46,5,0.26468253342565773,1.8686220730250735
Fusion-LSTM with derivatives,3,46,6,0.26128284976752164,0.5926282334002809
Fusion-LSTM with derivatives,3,46,7,0.27372943079526274,0.5738180352207
Fusion-LSTM with derivatives,3,46,8,0.24661275487427317,2.047223185780663
Fusion-LSTM with derivatives,3,46,9,0.21779838371281413,0.7208204399364799
Fusion-LSTM with derivatives,3,46,10,0.2322608435828387,1.434695038655519
Fusion-LSTM with derivatives,3,46,11,0.20943378760772743,0.5659527055122567
Fusion-LSTM with derivatives,3,46,12,0.2246092446339217,0.9897202188988652
Fusion-LSTM with derivatives,3,46,13,0.20297997814178786,0.7290188016631568
Fusion-LSTM with derivatives,3,46,14,0.18729343099052526,0.8733279180226836
Fusion-LSTM with derivatives,3,46,15,0.20476041724876892,0.7725561148403076
Fusion-LSTM with derivatives,3,46,16,0.1998950271066905,0.9116443633970724
Fusion-LSTM with derivatives,3,46,17,0.1884611535509792,2.028871360596121
Fusion-LSTM with derivatives,3,46,18,0.19735983088840403,0.7472183115827212
Fusion-LSTM with derivatives,3,46,19,0.18993141262903127,0.8617901581513306
Fusion-LSTM with derivatives,3,46,20,0.17915151632484902,2.340938561679932
Fusion-LSTM with derivatives,3,46,21,0.17501921929897518,1.363541744383876
Fusion-LSTM with derivatives,3,46,22,0.1817247398206195,1.3541567066149391
Fusion-LSTM with derivatives,3,46,23,0.18295171104986732,1.7467402713666171
Fusion-LSTM with derivatives,3,46,24,0.16937959538231567,2.178160026200912
Fusion-LSTM with derivatives,3,46,25,0.15899839641195965,2.5623890079667233
Fusion-LSTM with derivatives,3,46,26,0.16225291223575672,2.8750137080530203
Fusion-LSTM with derivatives,3,46,27,0.16098024573985956,0.8623645679568345
Fusion-LSTM with derivatives,3,46,28,0.166630812893858,0.7941154908834014
Fusion-LSTM with derivatives,3,46,29,0.1453411369661399,1.0539417608291597
Fusion-LSTM with derivatives,3,46,30,0.11973167687472218,1.0160270698165494
Fusion-LSTM with derivatives,3,46,31,0.14529730130602186,0.8285845647443015
Fusion-LSTM with derivatives,3,46,32,0.11394502971697291,1.0282115501740194
Fusion-LSTM with derivatives,3,46,33,0.1335393264046685,0.9377747555761218
Fusion-LSTM with derivatives,3,46,34,0.09961575165801093,1.3516599931119624
Fusion-LSTM with derivatives,3,46,35,0.11317665168904452,0.9591285553555818
Fusion-LSTM with derivatives,3,46,36,0.09875250890230139,1.0498080708758137
Fusion-LSTM with derivatives,3,46,37,0.08320471814602887,1.1597270036518448
Fusion-LSTM with derivatives,3,46,38,0.07884200336696404,1.190628375881498
Fusion-LSTM with derivatives,3,46,39,0.12122849949638413,2.6494818784655765
Fusion-LSTM with derivatives,3,46,40,0.08599051361823802,1.1239741265273944
Fusion-LSTM with derivatives,3,46,41,0.08408247841470833,1.082134084631562
